bill_id,bill_name,title,abstract,subject
ocd-bill/9a30516c-9614-463f-bc66-1d36820ab697,K 228,"Memorializing Governor Kathy Hochul to proclaim 8:30pm-9:30pm on Saturday, March 25, 2023, as Earth Hour in the State of New York",,environment
ocd-bill/b413fcf4-b3f4-4369-8bb8-552d4f894626,A 6195,Provides veterans of the armed forces of the United States access to all state parks and recreational facilities without the charge of any admission,Provides veterans of the armed forces of the United States access to all state parks and recreational facilities without the charge of any admission.,security
ocd-bill/20aeead9-7b81-408d-add4-5638b85fcebf,A 5723,Requires the installation and periodic inspection of water detector alarms in residential dwellings and certain commercial buildings,"Requires the installation and periodic inspection of water detector alarms in residential dwellings and certain commercial buildings; defines a ""water detector alarm"" as an electronic device that detects the presence of water and sets off an audible and visual alarm when its sensors are triggered; defines a ""commercial building"" as a building in which individuals are employed.",housing
ocd-bill/5ed6ae88-ce66-47b2-b420-83ac40d83a65,A 4787,Relates to the transferring of monies held in the non-escrowed account for payment of outstanding winning tickets and for payment of refunds to ticket holders; repealer,Relates to the transferring of monies held in the non-escrowed account for payment of outstanding winning tickets and for payment of refunds to ticket holders; any amount that remains unclaimed after April first of each year shall be transferred to the regional corporation's operating account.,taxation
ocd-bill/d55c62af-c83b-4889-8275-8a52404b210e,A 4898,"Relates to the abandonment of certain town roads in the towns of Pike and Genesee Falls, in the county of Wyoming",Authorizes that the commissioner of transportation is authorized and directed to assume jurisdiction for state highway purposes over the town road described as follows: all of Griffith road from the intersection with state routes 19 and 39 in the town of Pike easterly to its terminus at state route 19A in the town of Genesee Falls.,transportation
ocd-bill/1306efc2-8123-4932-9e89-11374594dd8f,A 4967,Relates to enacting the New York child data privacy and protection act,Enacts the New York child data privacy protection act to prevent the exploitation of children's data; requires data controllers to assess the impact of its products on children for review by the bureau of internet and technology; bans certain data collection and targeted advertising.,security
ocd-bill/9ffb6b22-fd7b-4493-b060-3bf6be6cabb8,A 5722,Relates to home stability support supplement programs,Relates to the creation of home stability support supplement programs.,security
ocd-bill/dba5b20c-74f7-4bad-9afd-9231cea52958,A 4888,Relates to conditional release for eligible offenders who complete post-secondary degrees or programs,Relates to conditional release for eligible offenders who complete post-secondary degrees or programs; provides release twelve months before the completion of the controlling minimum period of imprisonment for eligible offenders who complete post-secondary degrees or programs.,security
ocd-bill/1fee252f-dac9-4b51-ac7e-6b792ca3edef,A 4900,Requires health care providers and practitioners to provide patients with a list of ingredients contained in vaccines,"Requires health care providers and practitioners to provide patients with a list of ingredients contained in vaccines, the manufacturer product insert, the vaccines' potential side effects and where to report vaccine-adverse events forty-eight hours prior to immunization.",health
ocd-bill/09f2f38a-a8a6-4e7c-878e-ab73643e4f28,A 4917,Enacts the school anti-violence education act,"Enacts the ""school anti-violence education act""; creates a school anti-violence education program; establishes a school anti-violence education fund.",education
ocd-bill/9fb637c2-493c-4df8-841b-3261063c0afb,A 4795,Relates to the rights of former outpatients of mental health facilities to have files sealed after ten years,"Authorizes former outpatients of mental health facilities to request a court of competent jurisdiction to render an order to have their files sealed when more than ten years have elapsed since the last treatment in such facility, they are not currently being treated for mental illness and it would be in the best interests of the petitioner and society to seal such record without the requirement of a special proceeding.",security
ocd-bill/b83192e6-a49e-4d0d-ab49-39aff2af214a,A 4707,Relates to the purchase of cleaner vehicles for use by state agencies,"Relates to the purchase of cleaner vehicles for use by state agencies; defines terms; provides that on and after January 1, 2024, one hundred percent of all new light-duty vehicles purchased by state agencies shall be alternative fuel motor vehicles with the exception of specialty, police or emergency vehicles as designated by the division of the budget; requires the governor's clean vehicle council to prepare a report detailing how such agencies shall purchase, allocate, distribute and utilize bio-diesel in state vehicles; makes related provisions.",transportation
ocd-bill/96f4699b-a3b0-4d0e-a6c7-851f7f7f7bef,A 4885,Relates to the participation by free association libraries in the New York state and local employees' retirement system,Authorizes the participation by free association libraries in the New York state and local employees' retirement system.,employment
ocd-bill/79fdf9db-daaa-414a-be0a-6df0e87ed293,A 4786,Relates to operation of an authorized emergency vehicle,Relates to operation of an authorized emergency vehicle.,transportation
ocd-bill/c8ae5c4a-6196-4d27-a6b6-11508970f6ae,A 4892,Relates to establishing the COVID-19 children scholarship,"Relates to establishing the COVID-19 children scholarship; provides that children whose parent, primary caretaker or sibling died or was disabled as a result of contracting COVID-19 shall be eligible for such scholarship.",education
ocd-bill/2d72d1f3-ef5b-4238-abe0-849a712caa7b,A 4818,Relates to increasing penalties for violations relating to test agencies and standardized testing,Increases penalties from $1000 to $2000 for violations relating to test agencies and standardized testing.,environment
ocd-bill/f770ad04-0686-46ce-b0e5-525a9b0c4d19,A 5768,Relates to sales and compensating use taxes in the county of Livingston,Authorizes the county of Livingston to impose an additional one percent sales tax.,taxation
ocd-bill/441afc5f-e138-4f7e-92f9-c1715fb5a645,A 5772,"Allows an affirmation by any person, wherever made, in a civil action","Allows an affirmation by any person, wherever made, subscribed and affirmed by that person to be true under the penalties of perjury, to be used in a civil action in New York in lieu of and with the same force and effect as an affidavit.",security
